text,label
增值业务如何退,addedservice_close
我的增值业务能取消吗?,addedservice_close
增值业务短信取消,addedservice_close
退订两个增值服务,addedservice_close
由于孩子误操作开通一些没用的增值业务，无法退订，实名认证手机号码如何办理销户,addedservice_close
请我关一下，增值业务,addedservice_close
是否能关闭增值业务费,addedservice_close
退订38B元套餐包月增值业务,addedservice_close
套餐里的增值业务可以取消啊,addedservice_close
怎样退定增值业务,addedservice_close
增值业务退订怎么办,addedservice_close
解除手机卡增值业务,addedservice_close
我想把我这里的增值服务费每月20元的取消掉,addedservice_close
我要取消增值业务部门,addedservice_close
增值业务费能取消吗,addedservice_close
取消和校园增值业务,addedservice_close
取消本卡增值业务,addedservice_close
能帮我把那个增值业务 取消掉吗？,addedservice_close
我想把那个增值业务取消了,addedservice_close
退订所有增值业务,addedservice_close
取消增值业务费怎么操作,addedservice_close
6元增值业务费是什么，如何取消?,addedservice_close
帮我取消一下增值业务,addedservice_close
增值业务费取消吧,addedservice_close
取消增值服务,addedservice_close
我想退订增值业务,addedservice_close
我要取消移动增值业务费,addedservice_close
增值业务能取消吗,addedservice_close
如何退定本机的增值业务,addedservice_close
增值业务能取消囗,addedservice_close
怎么退订增值业务,addedservice_close
如何退订增值服务,addedservice_close
增值业务如何退订,addedservice_close
能把我没用处的增值业务退订下吗,addedservice_close
帮我取消增值服务,addedservice_close
我手机的增值业务如何取消,addedservice_close
流量跟那增值业务有什么鬼关系,addedservice_close
增值业务费要怎么关,addedservice_close
帮我把我的增值业务和短信提醒业务取消,addedservice_close
增值业务怎么退订？,addedservice_close
我这个每个月都有个6元的增值业务给我取消了,addedservice_close
可以取消一些增值服务吗？,addedservice_close
关点增值业务,addedservice_close
取消增值业务中除来电显示的其他两项,addedservice_close
帮我把增值业务费取消,addedservice_close
过，你要帮帮我取消一下那个增值业务,addedservice_close
给我把增值业务取消了,addedservice_close
取消增值业务,addedservice_close
那增值业务费可以取消吗,addedservice_close
原套餐内包含的增值业务误取消了怎么办,addedservice_close
我想取消增值业务费,addedservice_close
增值业务可以取消吗？,addedservice_close
我想退岀这个增值业务费可以吗？,addedservice_close
取消增值业务手机阅读,addedservice_close
请取消增值业务,addedservice_close
我的增值业务费可以取消吗,addedservice_close
增值业务费用怎样取消,addedservice_close
能取消增值业务费吗,addedservice_close
增值业务怎么退费？,addedservice_close
能取消自有增值业务费吗？,addedservice_close
如何关掉增值业务,addedservice_close
取消所有的增值业务,addedservice_close
自有增值业务可取消吗,addedservice_close
增值业务彩铃包月怎么退掉,addedservice_close
先把增值业务费取消吧,addedservice_close
给我把增值业务费关了,addedservice_close
怎么取消增值业务费用呢？,addedservice_close
我的增值业务怎么取消,addedservice_close
请问我的移动增值业务费是什么意思，能帮我关掉吗,addedservice_close
自有增值业务如何退订,addedservice_close
我想退增值业务,addedservice_close
我想停了10元增值业务费,addedservice_close
我要取消增值服务费,addedservice_close
帮我把那个增值业务取消了谢谢！,addedservice_close
退订增值业务没有取消收费。,addedservice_close
帮我所有增值业务退掉,addedservice_close
我想取消每日一笑那三个增值服务,addedservice_close
我想查询我的增值业务能取消吗,addedservice_close
增值业务取消,addedservice_close
取消掉就没有增值业务了把,addedservice_close
帮我把增值业务退订了,addedservice_close
帮我把咪咕增值业务取消掉,addedservice_close
我想取消彩信，和增值业务费两项费用,addedservice_close
你好，麻烦你帮我把那些增值业务取消了,addedservice_close
自有增值业务费怎样取消,addedservice_close
取消套餐增值业务,addedservice_close
我想退掉那些增值业务,addedservice_close
我怎样才能取消增值业务费,addedservice_close
退订买新卡时送的三个月会员的增值业务,addedservice_close
怎么关闭增值业务费,addedservice_close
可以取消所有增值业务么,addedservice_close
我的增值业务费能否退订,addedservice_close
我要取消移动额外增值业务,addedservice_close
帮我取消其他的增值业务,addedservice_close
怎么取消我办理的增值业务,addedservice_close
未订中移互联网公司20元增值业务，误点未确信息确认却被扣了。要求退还…,addedservice_close
你好帮我退订增值业务,addedservice_close
想删除增值服务,addedservice_close
每个月的增值业务费能取消了吗,addedservice_close
向有增值业务费退订,addedservice_close
怎么退订咪咕特级会员跟自有增值业务,addedservice_close
退掉增值业务,addedservice_close
我可以退订我这个号的增值业务吗,addedservice_close
请帮我把增值业务删掉,addedservice_close
帮我取消额外的增值业务,addedservice_close
帮我取消一切增值业务。,addedservice_close
退订所有增值服务,addedservice_close
能帮我把增值业务退掉吗,addedservice_close
我要退订彩印的增值业务,addedservice_close
有好多增值业务怎么关,addedservice_close
请帮我退一下收费的增值业务,addedservice_close
怎样取消流量套餐增值业务,addedservice_close
顺便你帮我把订上的增值业务退了吧,addedservice_close
你好，增值业务可以帮我取消吗,addedservice_close
帮我把增值业务全部关闭,addedservice_close
如何退定本机套餐外增值业务,addedservice_close
请把我现有的增值服务取消,addedservice_close
我要退订那两个增值业务,addedservice_close
可以帮我取消增值服务吗,addedservice_close
我手机有个增值业务要取消,addedservice_close
请把我的增值业务退了,addedservice_close
增值业务费怎么取消,addedservice_close
手机增值业务怎么取消,addedservice_close
怎么消除增值业务,addedservice_close
我要取消目前的增值服务,addedservice_close
我想取消黄钻增值业务,addedservice_close
帮我把5元的什么增值业务费取消行吗谢谢。,addedservice_close
增值业务退订了我还是在扣费,addedservice_close
增值业务取消了怎么扣钱了,addedservice_close
要退订增值业务,addedservice_close
帮我取消每月20元150M增值业务,addedservice_close
自有增值业务歌曲下载怎么取消,addedservice_close
那个增值业务费我能取消吗,addedservice_close
增值业务怎么关掉,addedservice_close
你好能给我的增值业务取消么,addedservice_close
参加优惠活动的增值业务，怎样取消,addedservice_close
取消咪咕音乐的增值业务费,addedservice_close
在线退定增值业务,addedservice_close
要把增值业务费关了要回复什么,addedservice_close
我需要取消增值业务,addedservice_close
我有个增值服务3元的是什么？想取消。,addedservice_close
那我想再问下我那个增值业务现在到底是取消了没有,addedservice_close
我要取消增值业务费,addedservice_close
我要取消我的增值业务,addedservice_close
我想取消8元自有增值业务,addedservice_close
请把增值业务是关掉,addedservice_close
增值业务订退怎么搞？,addedservice_close
怎么退增值业务,addedservice_close
我增值业务取消但是扣费了,addedservice_close
如何取消增值业务活动十户联防促销,addedservice_close
增值业务查询与退订,addedservice_close
增值业务哪些可以退订,addedservice_close
退增值业务费,addedservice_close
我想把我每月三元的增值业务费取消,addedservice_close
把增值业务取消吧,addedservice_close
我想退订增值业务怎么退,addedservice_close
帮我取消增值业务费和手机视频费,addedservice_close
取消增值服务费,addedservice_close
我的账单里的增值业务费说了会退还的，退还到哪里,addedservice_close
怎样退增值业务费,addedservice_close
请问我的增值业务可以取消吗,addedservice_close
退增值业务,addedservice_close
请取消我的增值业务,addedservice_close
在吗，我想取消那个增值业务,addedservice_close
增值业务统一查询和退订服务,addedservice_close
怎么取消已订购的增值业务费？,addedservice_close
把所有增值业务取消,addedservice_close
那些多收的费用怎么退，中央焦点防谈都报光了你们移动公司乱收费，乱给加增值业务,addedservice_close
增值业务费，我已经取消了，怎么还在扣费,addedservice_close
怎么把增值业务费取消,addedservice_close
我想把3个增值业务取消,addedservice_close
增值业务帮忙撤销掉,addedservice_close
我想退订增值业务怎么办,addedservice_close
增值业务费是什么鬼，请帮我取消，谢谢！,addedservice_close
请帮我把两个增值业务取消,addedservice_close
退订移动流量增值业务,addedservice_close
那个8元自有增值业务可以退订吗,addedservice_close
把增值业务费给取消,addedservice_close
把我的增值业务都关了,addedservice_close
增值业务费年前取消到现在还没停,addedservice_close
增值业务费是什么，能给取消吗,addedservice_close
我的增值业务怎么退定,addedservice_close
不需要的增值业务怎么退定?,addedservice_close
帮我取消下流量增值业务,addedservice_close
取消增值业务？,addedservice_close
我这个增值业务可以退费吗,addedservice_close
无法退订自有增值业务,addedservice_close
能取消增值业务吗,addedservice_close
取消增值业务费,addedservice_close
增值业务给我关了吧,addedservice_close
增值业务扣了75元，帮我取消,addedservice_close
请问我要怎样取消增值业务,addedservice_close
怎么取消4g上网流量包30元这一增值业务？,addedservice_close
我无法退定增值业务,addedservice_close
怎么关增值业务,addedservice_close
移动增值业务会8元可以取消吗,addedservice_close
手机产生的增值业务费怎么取消？,addedservice_close
我说了那些增值业务一个都不要，昨天我打电话给客服，他说不能关，因为是免费送的,addedservice_close
增值业务到3000年到期能退订吗？,addedservice_close
什么是增值业务费？怎么取消？,addedservice_close
想取消增值业务费,addedservice_close
你好，我的增值业务可以给我退订吗，,addedservice_close
退订增值业务,addedservice_close
怎样取消增值业务,addedservice_close
那我刚才退订了2个增值业务,addedservice_close
我看了上个月的账单 41元左右都是增值服务的费用 我需要取消这些服务,addedservice_close
请取消增值业务，手机阅读业务。,addedservice_close
取消我的自有增值业务,addedservice_close
增值业务可以退吗,addedservice_close
我的手机有增值业务，怎么取消啊？,addedservice_close
帮我把增值业务除了来电显示其他全部取消,addedservice_close
你好，能否帮我取消增值业务,addedservice_close
怎么能取消增值业务费,addedservice_close
需要退订增值业务,addedservice_close
把我的增值业务全部取消,addedservice_close
如何取消增值业务尊享专区？,addedservice_close
想取消增值业务：包月彩铃和手机阅读费,addedservice_close
自有增值业务怎么取消,addedservice_close
增值业务退订,addedservice_close
取消移动增值业务,addedservice_close
之前办了一个增值业务咕咪说回自己退订可是这个月话费还是把我扣了 话费能退吗？？,addedservice_close
增值业务，5.00元，下月取消行吗,addedservice_close
退增值业务费用,addedservice_close
我要退订增值业务怎么退,addedservice_close
增值服务可以取消么,addedservice_close
自有增值业务费怎么能取消,addedservice_close
怎么退订绑定期的增值业务,addedservice_close
取消增值业务费和彩信呀,addedservice_close
如何取消吉安增值业务套餐费流量,addedservice_close
你好，刚才在增值业务里面把天气预报给退订了,addedservice_close
增值业务费怎么产生的咋取消,addedservice_close
那个人其它增值业务怎么退订呀！都没有开通它怎么自己开通了,addedservice_close
立即帮我取消手机报，增值业务这2项,addedservice_close
请关闭增值业务,addedservice_close
如何退订本机增值业务,addedservice_close
怎么退办增值业务,addedservice_close
我可以把增值业务费退了吗,addedservice_close
那个增值业务可不可以退了,addedservice_close
这里能取消增值业务吗？,addedservice_close
你好！请帮忙取消芒果TV增值业务费,addedservice_close
下个月帮我把那个增值业务取消掉,addedservice_close
我要取消手机自有增值业务,addedservice_close
我的增值业务怎么关,addedservice_close
我想把增值业务给全部取消,addedservice_close
你好！我的话费每月还有五元的增值业务费想取消了怎么办理？,addedservice_close
增值业务退,addedservice_close
取消那些因为买卡而订购的增值业务,addedservice_close
我想把增增值业务退掉怎么退,addedservice_close
怎么退定增值业务,addedservice_close
退订移动增值业务,addedservice_close
退订智能VPMN虚拟增值业务,addedservice_close
如何取消这些没用的垃圾增值业务,addedservice_close
如何取消增值业务和代收费,addedservice_close
我要取消增值服务,addedservice_close
无法退订增值业务,addedservice_close
我手机的增值业务可以取消吗？,addedservice_close
你好：增值业务费怎么退订,addedservice_close
可以退定增值业务费吗,addedservice_close
我要退订自带增值业务,addedservice_close
增值业务取消了还扣钱,addedservice_close
怎样退订增值业务了,addedservice_close
取消半月谈增值业务,addedservice_close
你好，帮我增值业务关了可以吗？,addedservice_close
请问怎么退订增值业务,addedservice_close
可以帮我把增值业务全关了吗？,addedservice_close
你好我要退了那个增值业务,addedservice_close
我怎样退订增值业务,addedservice_close
固定业务和增值业务费怎么撤销,addedservice_close
增值服务取消,addedservice_close
每个月都有增值业务费，这个如何取消,addedservice_close
可以取消自有增值业务吗,addedservice_close
增值业务费可取消吗？,addedservice_close
增值业务可以关闭吗,addedservice_close
帮我取消手机的增值业务,addedservice_close
我想把我的增值业务取消掉,addedservice_close
我想取消套餐和增值业务费,addedservice_close
退订流量统付增值服务费,addedservice_close
咋样取消增值业务,addedservice_close
我每月有一个增值业务扣费我想取消我有一项增值业务有一项哈尔滨的长途业务想取消我想取消,addedservice_close
我可以把我的增值业务退了吗？,addedservice_close
我的增值业务精品阅读我从没用过，也从没收到任何相关服务，怎么老早就每月扣我5元,addedservice_close
怎么样取消增值业务,addedservice_close
关闭增值业务,addedservice_close
两个增值业务都退订,addedservice_close
我想要退掉增值业务,addedservice_close
把我的增值业务退订,addedservice_close
你好，我想取消增值业务,addedservice_close
怎么退掉增值业务,addedservice_close
我的增值业务是什么，能帮我取消吗？,addedservice_close
18:04:41 ￼请帮忙取消一下那个增值业务,addedservice_close
帮我取消了，自有增值业务费用可以吗,addedservice_close
手机增值业务能取消吗,addedservice_close
增值业务能否取消,addedservice_close
把我的增值业务关了,addedservice_close
取消30元梦网增值业务,addedservice_close
能取消一些增值业务吗？,addedservice_close
我想取消我也增值业务,addedservice_close
你好我如何退订我的增值业务，还有18元套餐,addedservice_close
增值业务退订后收费,addedservice_close
请取消13916538476的增值业务,addedservice_close
如何取消咪咕等增值业务,addedservice_close
彩铃增值业务是否可取消,addedservice_close
我怎么取消我的增值业务啊,addedservice_close
怎么退订增值业务费用,addedservice_close
你好，请问增值业务费可以取消吗,addedservice_close
增值业务可以退？,addedservice_close
如何取消增值业务,addedservice_close
我想取消增值服务,addedservice_close
怎样取消彩铃增值业务,addedservice_close
请帮忙取消增值业务,addedservice_close
自有增值业务可以取消吗？,addedservice_close
增值业务怎么知退订,addedservice_close
请帮我取消两城一家增值服务,addedservice_close
取消所有增值业务,addedservice_close
这里可以选择关闭增值业务吗？,addedservice_close
取消移动增值业务费,addedservice_close
怎样取消增值业务？,addedservice_close
18:11:11 套餐，还有增值业务退订怎么办理,addedservice_close
如何退订增值业务,addedservice_close
可不可以把增值业务退订了,addedservice_close
怎样关闭增值业务？,addedservice_close
我想取消一些增值业务怎么操作,addedservice_close
我可以退掉增值业务吗,addedservice_close
我的话费怎么突然变多了，我要退掉我的增值业务,addedservice_close
我昨天开通一个增值业务，怎么取消,addedservice_close
我要取消增值业务,addedservice_close
请帮我取消增值业务,addedservice_close
增值业务费退订,addedservice_close
你好，取消增值业务费,addedservice_close
我想取消增值业务,addedservice_close
帮有关掉增值业务,addedservice_close
我的增值业务里的优土包取消,addedservice_close
关闭增值业务流量,addedservice_close
怎样取消增值业务费,addedservice_close
怎么我取消增值业务就欠费停机了？,addedservice_close
可不可以帮我把增值业务取消,addedservice_close
能帮我取消那个增值业务么,addedservice_close
能否取消 增值业务？,addedservice_close
能否取消增值业务,addedservice_close
帮我取消手机增值业务,addedservice_close
增值业务也给我取消掉。,addedservice_close
怎么退订自有增值业务,addedservice_close
请问我的增值业务费和代收费么时候退？,addedservice_close
要退订增值服务,addedservice_close
可以帮我吧这个手机号码的增值业务取消了吗,addedservice_close
请全部取消增值业务的扣费,addedservice_close
要关掉增值业务，怎么处理,addedservice_close
请把我的移动增值服务费取消,addedservice_close
我没有订购增值服务他自己订购了现在可以退了可是还是扣了钱,addedservice_close
拨打10086退订增值业务的方式,addedservice_close
怎么样退订那个手机报的增值业务,addedservice_close
请问能帮我把15081851771这个号码上的所有增值业务全部取消吗,addedservice_close
3月账单多了个增值业务mobilemarket  能否办理停掉,addedservice_close
增值业务可以退订吗,addedservice_close
怎么取消移动增值业务,addedservice_close
增值业务可以退订么,addedservice_close
我想把七十元的增值业务取消掉,addedservice_close
我想把我的增值业务全关了,addedservice_close
能帮我取消增值业务吗,addedservice_close
增值业务怎么取消,addedservice_close
更改套餐和退订增值服务怎么操作呀,addedservice_close
可以取消我的增值业务吗,addedservice_close
能把移动增值业务费取消吗,addedservice_close
那个我的增值服务退订,addedservice_close
我想退订增值业务，和视频―G客G拍包月,addedservice_close
请问增值业务费要怎么关掉,addedservice_close
你好，我想关一项增值业务,addedservice_close
我要问下如何取消增值业务。,addedservice_close
我那个增值业务费可不可以退,addedservice_close
增值业务那些怎么关掉,addedservice_close
增值业务彩印怎么取消,addedservice_close
增值业务怎么关,addedservice_close
如何退订咪咕动漫增值业务,addedservice_close
我想取消一项增值业务，4G分享的那个，怎么取消？,addedservice_close
然后增值业务可不可以取消,addedservice_close
我有哪些增值业务可以取消,addedservice_close
我的自有增值业务费10元能取消吗,addedservice_close
怎样退增值业务,addedservice_close
增值业务是什么 可不可以取消,addedservice_close
把增值业务费取消了,addedservice_close
这个增值业务可以取消吗,addedservice_close
我每个月都有35元的增值业务可以退掉吗,addedservice_close
如何关闭增值业务,addedservice_close
可以把我的自主增值业务关闭吗,addedservice_close
我以前定的增值服务忘记退订了，钱扣走了，可以退吗？,addedservice_close
增值业务和视频什么时候能退订,addedservice_close
我想退订我的增值业务,addedservice_close
增值业务费，我已经取消了怎么还在收费,addedservice_close
帮我取消一下，增值业务可以吗？,addedservice_close
增值业务费 语音杂志 每月扣两元 给我取消了,addedservice_close
怎么退校园增值业务,addedservice_close
我想取消部分增值业务,addedservice_close
我要退订增值业务！,addedservice_close
我的增值业务可以取消掉吗,addedservice_close
我的增值业务需要取消,addedservice_close
怎样把增值业务费取消,addedservice_close
增值业务要怎么取消,addedservice_close
我本月有5元的增值业务费想要取消,addedservice_close
帮我把增值业务全部取消,addedservice_close
我要把增值业务取消了，就是和视频,addedservice_close
增值业务费可以取消吗,addedservice_close
客服，我要取消增值业务费！,addedservice_close
你好我想取消增值业务,addedservice_close
增值业务费用可以取消吗,addedservice_close
增值业务费如何退。,addedservice_close
我想取消我的增值业务,addedservice_close
把增值业务都退了,addedservice_close
我无法退订增值服务,addedservice_close
增值业务里面  梦网总开关  是什么,addedservice_close
想要退订增值业务,addedservice_close
帮我把增值业务取消了,addedservice_close
帮我把增值业务取消下,addedservice_close
取消一个月6元的增值业务,addedservice_close
能帮我取消增值业务吗？,addedservice_close
可以退那个增值业务吗？,addedservice_close
增值业务能取消吗？,addedservice_close
怎样取消增值业务，如和视频,addedservice_close
帮我退订增值业务,addedservice_close
我是新开的卡，客服说有个增值业务费每月扣23，怎么取消,addedservice_close
如何退订吉安增值业务套餐费新增业务,addedservice_close
请帮忙取消一下那个增值业务,addedservice_close
什么是增值业务费。我要退了,addedservice_close
取消移动互联网增值业务费,addedservice_close
可以取消增值业务费吗,addedservice_close
有两个增值业务帮我取消,addedservice_close
这个月怎么多出来30块钱增值业务费，能取消吗,addedservice_close
如何取消自有增值业务,addedservice_close
您好我的增值业务费第二个帮我关了,addedservice_close
怎样关闭增值业务,addedservice_close
昨天客服说可以退掉增值业务25,addedservice_close
我要退订增值业务4元包,addedservice_close
套餐，还有增值业务退订怎么办理？,addedservice_close
增值业务费要怎么关掉,addedservice_close
怎样取消包月类增值业务,addedservice_close
亲，我想把增值业务给取消掉,addedservice_close
取消50元增值业务,addedservice_close
增值业务关闭,addedservice_close
我在网上怎么取消办理的增值业务？,addedservice_close
麻烦帮我关一下增值业务,addedservice_close
可以取消增值业务吗,addedservice_close
怎么退订增值业务和套餐业务,addedservice_close
咪咕视频的什么高级会员的增值业务可以退订吗,addedservice_close
手机增值业务收费的可否帮忙退掉,addedservice_close
你把我这里面的增值业务都关咯,addedservice_close
我该怎么去除增值业务？,addedservice_close
增值业务费帮我。取消了,addedservice_close
增值业务费能退回来吗？,addedservice_close
帮我那个增值业务的退了,addedservice_close
我的增值业务费是否可以退订,addedservice_close
如何取消增值业务？,addedservice_close
帮我取消增值业务费,addedservice_close
增值业务统一查询和退订服务介绍,addedservice_close
怎么退和校园增值业务月租？,addedservice_close
怎么吧增值业务费取消,addedservice_close
增值业务统一查询退订服务时间,addedservice_close
我能否取消自有增值业务费用？,addedservice_close
增值业务关掉,addedservice_close
关闭移动增值业务,addedservice_close
我怎么退订增值业务,addedservice_close
麻烦帮我把那些乱七八糟的增值业务都取消,addedservice_close
增值业务费我都退了好几次了，怎么月月有啊,addedservice_close
4月2日已取消所有增值服务,addedservice_close
退订增值服务,addedservice_close
退订自有增值业务,addedservice_close
增值业务家校通2月份己退订，且无收费了，3月怎么又开始收8元,addedservice_close
你好，我想问问增值业务怎么退出,addedservice_close
自有增值业务费用 8元和一个代收费业务费用，麻烦帮我取消,addedservice_close
取消1元增值业务,addedservice_close
怎么取消增值业务,addedservice_close
给我取消增值业务,addedservice_close
查看增值服务与退订,addedservice_close
增值业务怎么没取消,addedservice_close
我的手机自有游戏增值业务己退订。,addedservice_close
还有好多增值业务，帮我取消,addedservice_close
我的增值业务如何退订,addedservice_close
增值业务怎么去去除,addedservice_close
增值业务怎么退,addedservice_close
请问可不可以把增值业务取消掉,addedservice_close
你好:能把我的增值业务关掉吗？,addedservice_close
如何取消咪咕音乐增值业务,addedservice_close
把我增值业务关掉谢谢,addedservice_close
我要取消1元的增值业务费,addedservice_close
那个增值服务里什么可以退吗,addedservice_close
那你可以直接帮我退订增值业务吗？,addedservice_close
增值业务费怎样取消,addedservice_close
帮我取消增值业务费用,addedservice_close
请帮我把增值业务取消,addedservice_close
退定增值业务怎么办？,addedservice_close
您好！帮我退订一下增值业务好吗？,addedservice_close
我要退订增值业务费,addedservice_close
所有增值业务都取消？,addedservice_close
